"user_id","created_at","screen_name","text","source","favorite_count","state","happiness"
"x291272613",2018-12-16 15:22:57,"DOPEGUY10","Salmon colored dining room set. Comes with everything shown in photo, including matching kitchen mat. Candles, place mats, napkin holders, flowers etc. Glass top with with stone center. FOR PICK UP ONLY!12","Facebook",1,"Alabama",0.220320014643789
"x467212359",2018-12-16 15:22:56,"patricialynnwil","@_LoveLike_JESUS I give it all to Jesus!!! Amen 🙏 🙏","Twitter for Android",1,"Alabama",0.32741179790596
"x26233643",2018-12-16 15:22:56,"Pepper1257","@jamespking1963 @gulminaHi @JohnFromCranber I did vote in the US Senate general election for a conservative but refused to vote for the lesser of two evils in the runoff because I didn't know who that was.  Seems as tho I was correct because CHS has voted like she said she wouldn't.    😡😡","Twitter for iPhone",1,"Alabama",-0.051213853329557
"x24638084",2018-12-16 15:22:56,"SabanNation_15","@wob_214 If Alabama can get 3-4 stops, then I really like our chances.","Twitter for iPhone",1,"Alabama",0.274241377865072
"x21627444",2018-12-16 15:22:55,"hubertroberts","Agreed .... I still think the Cardi &amp; Offset breakup is a publicity stunt #ConspiracyTheory 🤔🤔🤔 https://t.co/8Sfb1iDj1z","Twitter for iPad",1,"Alabama",0.0664674129035506
"x72632769",2018-12-16 15:22:55,"LetsGo_Ugo","@PrinceHAK33M Shit she is one of her homegirls 😭","Twitter for iPhone",1,"Alabama",-0.25
"x324130663",2018-12-16 15:22:55,"FolukeO","@tamakloeee They probably thought it would be a great “publicity stunt”. 😒","Twitter for iPhone",1,"Alabama",-0.189210211883061
"x3244783819",2018-12-16 15:22:54,"cashydree","Thankyou Lord for blessing me with another day🙏🏽","Twitter for iPhone",1,"Alabama",0.265165042944955
"x2597288420",2018-12-16 15:22:54,"danielleryanna","Joey Badass the finest darskin man alive. Come catch all this genuine affection lol.😭","Twitter for iPhone",1,"Alabama",0.548048485863379
"x2708135132",2018-12-16 15:22:54,"lataviadeneee_","You often struggle to maintain healthy boundaries when it come... More for Libra https://t.co/18ueLDsFI6","Twittascope",1,"Alabama",0
"x14451009",2018-12-16 15:22:53,"andrewjlockley","Beautiful Martin Roth track https://t.co/46WHZEUil0","Twitter for Android",1,"Alabama",0.265165042944955
"x40745182",2018-12-16 15:22:53,"diaryofdualeh","The American Meme on Netflix is depressing

Makes me want to delete all social media and I’m not even famous","Twitter for iPhone",1,"Alabama",-0.327326835353989
"x42418379",2018-12-16 15:22:52,"TheActualCC","@BrentBeeman1 tuesday am","Twitter Web Client",1,"Alabama",0
"x927912064982667264",2018-12-16 15:22:52,"Meeyah818","@StormIsUponUs @galactic_geisha hopefully they find him soon!","Twitter for iPhone",1,"Alabama",0.212132034355964
"x729560834",2018-12-16 15:22:52,"KebireAbraha","@SqSupport It's requesting a 14 character serial that is not shown on the reader, I need this to facilitate the claim. Where is it?","Twitter for Android",1,"Alabama",0.0305047931980479
"x26496219",2018-12-16 15:22:52,"grayhchapman","also, last night I made coq au vin for the first time and got to light that shit on fire like a spooky cauldron! https://t.co/CxaYvKXj5b","Twitter for iPhone",1,"Alabama",-0.111387755644007
"x20820308",2018-12-16 15:22:52,"LADYLUVSDABEARS","@LarentaeM I love Dak but come on😂","Twitter for iPhone",1,"Alabama",0.000283473354756921
"x826843561542950912",2018-12-16 15:22:52,"anneballentine1","@MattSmithRacing Happy Birthday Champ!!","Twitter for iPhone",1,"Alabama",1.275
"x190108253",2018-12-16 15:22:52,"thomasataylo","Need https://t.co/aAaM0GjY05","Twitter for iPhone",1,"Alabama",0
"x722170954936258560",2018-12-16 15:22:51,"laailaah_x","Find somewhere to jot down your thoughts since they’re likely ... More for Aquarius https://t.co/fH7p4vnm4g","Twittascope",1,"Alabama",0
"x1245281827",2018-12-16 15:22:58,"trev_mackenzie","@JanelleStigall @ibpyp @IngviOmarsson @SABI21days @nunes_edventure @mythsysizer @nicashgrove @claireseldon_ed @MrSorensen805 @TanyaAvrith @taletwoteachers Hi Janelle!

#InquiryMindset is definitely for you!","Twitter for iPhone",1,"Alaska",0
"x16365293",2018-12-16 15:22:58,"mbrockenbrough","@CindyOtis_ @vermontgmg He’s normalizing corruption. And as the polls show, it’s working on a lot of people. The rule of law is the cornerstone of democracy. These people are despicable for their efforts to demolish it. This is Rudy’s legacy now. That and cheating on the cousin he married.","Twitter for iPhone",1,"Alaska",-0.0679007473037356
"x727561945",2018-12-16 15:22:58,"andrewje41","@Bengals Still got a chance.  Starts with a win today.  Let's do it!  #WhoDey","Twitter for Android",1,"Alaska",0.110037405835643
"x15792153",2018-12-16 15:22:57,"davidegreenwald","I woke up this morning thinking that the work ethic of every American minority and immigrant community, shaping millions of lives, exists not because work is so noble but because white people for centuries have refused to include, welcome and share resources with others here","Twitter Lite",1,"Alaska",0.191780096870232
"x407099101",2018-12-16 15:22:57,"SparkyR62011","Ran out of steam a little bit, but 3 points!! #CFC","Twitter for Android",1,"Alaska",0
"x895814938995957760",2018-12-16 15:22:56,"threadreaderapp","@MagaMountaineer Hola please find the unroll here: Thread by @5Strat: ""1) I have to be VERY frank with you guys. I'm not sure you see yet what's coming down the pike for @realDonaldTrump . Le […]"" #DeepState #FakeNews https://t.co/3FbSZG44TZ
Talk to you soon. 🤖","Thread Reader Unroll",1,"Alaska",0.113146045561214
"x987077632574418944",2018-12-16 15:22:56,"CalleenPetersen","@musingstiredmum Thank you for sharing.","Twitter for iPhone",1,"Alaska",0.223606797749979
"x822658069",2018-12-16 15:22:55,"CallieSkooter","@realDonaldTrump @FoxNews Brought to you by a bought and paid for judge. BTW, did Mueller tell him that or you just made it up.","Twitter for Android",1,"Alaska",0
"x967884213960638464",2018-12-16 15:22:55,"albarkat_salam","You’re so cute and I wanna talk to you but I’m scared tooo...I don’t even follow you😩 — Dang appreciate you✊🏽🙏🏽I wanna know who this is 😊 https://t.co/FaY3hK1aPX","Curious Cat",1,"Alaska",0.0577819586808376
"x2233524090",2018-12-16 15:22:55,"OliverNorgrove","@idvck You should be hanged by the state for this tweet","Twitter for Android",1,"Alaska",0
"x861678050",2018-12-16 15:22:54,"SteveEwart2","@GMcgnarly @CNN This is actually entertaining. You don’t possess any real arguments you just call me names. Of course that is all Trump does. You are a follower nothing more.","Twitter for iPhone",1,"Alaska",0.0880501380130499
"x1562030358",2018-12-16 15:22:54,"TheWilcott","@Modster99 @Michael26706863 @JulieMilly66 @AndrewScheer @Dolighan @TheTorontoSun @MaxBoot @CoreyRobin If this was were America, I’d say it’s almost the same thing. My bet is that you’re a paid Tory staffer from the CPC comms team.","Twitter Lite",1,"Alaska",0
"x769028723806990336",2018-12-16 15:22:54,"tharondunton","i left my keys in my girls car and now it's 7 in the morning and I'm locked out i wanna die lol","Twitter for iPhone",1,"Alaska",-0.159900537266708
"x218814595",2018-12-16 15:22:54,"adnanaldo","@adebiyiaderinto lmaooooo, you’re a real bastard.","Twitter for iPhone",1,"Alaska",-0.680336051416609
"x992575091807420416",2018-12-16 15:22:53,"secularcitizen2","Another life just lost in #Illinois. #POTUS, please end the suffering. #BackfireTrump https://t.co/m8CIkFuY9U","Backfire",1,"Alaska",-0.149494253483796
"x704780054824267777",2018-12-16 15:22:52,"Chaologistician","@tipstrum1 Except when they call the pen-wielders ""Communists"" and throw them out of helicopters.","Twitter Web Client",1,"Alaska",0
"x156824708",2018-12-16 15:22:52,"HiRhy","I would have scrapped this nigga. You showed up to my fucking job. Out of line. https://t.co/RcnBtFvQFs","Twitter for iPhone",1,"Alaska",-0.159229644817166
"x560555971",2018-12-16 15:22:52,"ThommyHutson","The Final Wish hits theatres January 24th! Check out the trailer and get your tickets. (Just enter your zip code to see where it is playing near you.) After all, we all need more @JeffreyaReddick, @linshaye &amp;  @TonyTodd54 in our lives! https://t.co/70779rS0P8 #TheFinalWish","Twitter for iPhone",1,"Alaska",0.138867542300583
"x439081144",2018-12-16 15:22:52,"smozsmozsmoz","E.Js Neato STaT Of tHe NiGhT🤗❕🥳⭐️🌟","Twitter for iPhone",1,"Alaska",0
"x882393369749577729",2018-12-16 15:22:52,"GabriolaSunsets","@PHOENIXRSG @bryanbrtltt Thank you very, very much!💛","Twitter for iPad",1,"Alaska",0.340168025708305
"x2842822943",2018-12-16 15:22:58,"Daynageez","Celebrity death match was the shit growing up","Twitter for iPhone",1,"Arizona",0.371231060122937
"x810478355464105984",2018-12-16 15:22:57,"KarenWigtil","@leitch_bruce @TheRealRaNon Vince Fusca is a VIP at some Trump rallies. Show me your pic/proofs. Your boy has more chins than Vince.😆","Twitter for Android",1,"Arizona",0.0498548196876438
"x277345415",2018-12-16 15:22:56,"tucsontwitchy","@oldaggie84 @BettyJim2006 @adamcbest @SteveKerr The Dems are scared that if they do anything they will lose the Hispanic vote, and because they rely on identity politics for all of their voters instead of doing what’s right, they have shifted from where they were just 5-10 years ago when they were also for a secure border.","Twitter for iPhone",1,"Arizona",0.0741619848709566
"x816252266483216388",2018-12-16 15:22:55,"CS188YTP_TXT","""Oh. My. God. It's Beck!"" (Wait, who the hell is Beck?)","CS188YTPQuoter",1,"Arizona",-0.188950831872537
"x985640666",2018-12-16 15:22:55,"will_martens","We lost to Southampton 😐🙃","Twitter for iPhone",1,"Arizona",-0.375
"x1247650338",2018-12-16 15:22:54,"cris_760","He just handed me beer, I don’t want it but I can’t say no to this guy lol https://t.co/v48ePD88ex","Twitter for iPad",1,"Arizona",0
