"user_id","created_at","screen_name","text","source","favorite_count","state","happiness"
"x424386832",2018-12-18 10:15:07,"alyssabrittanyy","Didn’t get to meet Chip Gaines but today was still amazing https://t.co/suOI3xMpO7","Twitter for iPhone",1,"Alabama",0.272852578165875
"x409285978",2018-12-18 10:15:05,"TimAndrewsHere","@chrislhayes No, it isn’t.","Twitter for iPhone",1,"Alabama",0
"x2726692549",2018-12-18 10:15:05,"sotroj35","Got it in this past weekend came in 3rd in a fade contest God is good just the beggining!!!💯💪 https://t.co/QYCw3Xa7UT","Twitter for Android",1,"Alabama",0.03
"x82659939",2018-12-18 10:15:03,"v1075atl","#Now Playing Detrick Haddon - Sinner Prayer https://t.co/SAXrmAkAih","SAM Broadcaster Song Info",1,"Alabama",-0.158113883008419
"x941315748",2018-12-18 10:15:01,"AtlReddPolo","if I text u and my phone sends ""ho"" instead of ""how"", I'm not changing anything. obviously my phone knows something I don't lmfao🤣😂🤣","Twitter for iPhone",1,"Alabama",0
"x565521611",2018-12-18 10:15:01,"ATLBlackStar","FBI Probe Into Tallahassee Corruption Ends with Charges for City Commissioner — Not Mayor Andrew Gillum https://t.co/r9nkxS5oXH","Buffer",1,"Alabama",0.163663417676994
"x130029662",2018-12-18 10:15:01,"BabsMidtownATL","Yes please.....
Two Great Tastes ... Snickerdoodle &amp; Bundt..... https://t.co/ZcF38AE9rz","Facebook",1,"Alabama",0.512267716366394
"x3019529014",2018-12-18 10:15:08,"CareinKent","Join the “Care in Kent” team! We're hiring for Homecare Workers, Community carers, and Support Worker positions. #Ashford #Folkestone #Care #Dementia #Autism #LearningDifficulty","IFTTT",1,"Alaska",0.348698995782433
"x101962334",2018-12-18 10:15:08,"freePremo","Problem - Solutions #Funny-Pics https://t.co/M62MU1fPIe https://t.co/aMBxGevc7y","FreePremo",1,"Alaska",0.142009389360939
"x2970100023",2018-12-18 10:15:07,"charblar","sentenced to write bad tweets at 2am","Twitter for Android",1,"Alaska",-0.377964473009227
"x354162487",2018-12-18 10:15:07,"AdamCollegeman","what is it ?.. https://t.co/cm8sLpc1mC","Facebook",1,"Alaska",0
"x309691417",2018-12-18 10:15:07,"welcometofife","some great suggestions of places to stay here in #Fife  https://t.co/AFHrYsB1mF","Hootsuite Inc.",1,"Alaska",0.129099444873581
"x2780240858",2018-12-18 10:15:06,"BLeaderNews","The Business Leader Awards are free to enter and you can enter any number of awards. Enter Now ‼️⤵️ #BLA19

https://t.co/P1mriKAYYx","Hootsuite Inc.",1,"Alaska",0.238737769306429
"x860185596307701761",2018-12-18 10:15:05,"u10okhappier","@YG_TreasureBox YEDAAAAAAM💚💚💚","Twitter for Android",1,"Alaska",0
"x789626946367782912",2018-12-18 10:15:04,"Donster2112","@geli2j @realannapaulina @BarackObama @SenSchumer @NancyPelosi @realDonaldTrump You’re cherry picking from the 4 proposals on the table. Then there’s the House which doesn’t have a filibuster, yet the Republicans couldn’t even agree amongst themselves.

The Senate put 4 immigration bills up for a vote. They all failed. https://t.co/yYJpo3RiCt via @voxdotcom","Twitter for iPhone",1,"Alaska",-0.073258859734142
"x15846482",2018-12-18 10:15:04,"spacebarshift","@jimmyfallon @FallonTonight LMM: ""Light On"" TNB: ""Enter the NInja"" #rootswalkonmusic","Twitter Web Client",1,"Alaska",0
"x2833277467",2018-12-18 10:15:08,"tataof03","Amen. https://t.co/Iyo7255rkZ","Twitter for Android",1,"Arizona",0.32741179790596
"x290501949",2018-12-18 10:15:07,"marcusivery","@SashaBanksWWE You will get just don’t give up","Twitter for iPhone",1,"Arizona",0
"x110262933",2018-12-18 10:15:00,"CritKincaid","How do you convince a graveyard cat to leave the shadows of the graves and live in the Light? 
A WOUNDED WORLD
$dollar99 on Kindle

#IAN1 #ASMSG #IARTG https://t.co/np1mND1pxB","TweetDeck",1,"Arizona",0.0312972574560317
"x828083374275252224",2018-12-18 10:14:56,"jrellehrms","Sooo cool https://t.co/YrZlTTjqAu","Twitter Lite",1,"Arizona",0.306186217847897
"x1063588236914651136",2018-12-18 10:14:56,"sptdfawn","@CNN Boo on the Manager what nerve, he can’t get those 12 people a room? I hope you found somebody else that would What is Scrooge","Twitter Lite",1,"Arizona",0.114191461568338
"x373842593",2018-12-18 10:14:55,"Taylor5Official","@Ryan_stirlybob Alright Dad 😉😉😉😜💖","Twitter for iPhone",1,"Arizona",0
"x2938509147",2018-12-18 10:14:54,"Feyvaras","@peppercoyote @NintendoAmerica @PlayStation idk  i don't understand the concept fully enough to know how im supposed to feel. for me i just see it qs a $20 i just pay and forget about until it pops up again","Twitter for Android",1,"Arizona",-0.251493971967693
"x240710645",2018-12-18 10:14:52,"biggysmalls02","@uchmoni I swear,the thing dey pain me","Twitter for iPhone",1,"Arizona",-0.300520382004283
"x32604546",2018-12-18 10:14:52,"Nikki_0422","What would you do if you could chose Bray’s next move? #wwe #BrayWyatt #wrestling","Twitter for iPhone",1,"Arizona",-0.126020859771244
"x41368400",2018-12-18 10:15:02,"ImperialCat","FOUND Dog in Conway (Faulkner): Rust color https://t.co/Vo8Z4Hifnp #conwayarkansas #Arkansas https://t.co/OMYGSBe6w4","Buffer",1,"Arkansas",0.0782623792124926
"x218051231",2018-12-18 10:15:01,"ahaf21","My boy deciding to come back to FSU is like me deciding to go to work... where the else am I gonna go? Lol.","Twitter for iPhone",1,"Arkansas",0.061030773418931
"x815297194895044608",2018-12-18 10:14:56,"AnnieBJackson","Wray @FBI = Too busy covering up their dirty cops’ corruption to actually do their job. And where are those rank and file whistleblowers? Crickets. https://t.co/w82k2sm9uG","Twitter for iPhone",1,"Arkansas",-0.177871108617986
"x887026444098035717",2018-12-18 10:14:43,"LauraMarcory","Videos of Spectators Getting Hit at Car Meet Ups Going Viral: Takeovers are well documented… https://t.co/1a226o3mMp","Google",1,"Arkansas",0.120019839629796
"x69369913",2018-12-18 10:14:41,"jeffschreve","Debbie and I were blessed to attend on Friday night. What an incredible presentation of the joy and salvation found in the birth of the Savior. https://t.co/1K5BnzXXBa","Twitter for iPad",1,"Arkansas",0.504395488224285
"x1068691740142460928",2018-12-18 10:14:40,"Vylette_AJAM","31 mins😍","Twitter Web Client",1,"Arkansas",0
"x2593610952",2018-12-18 10:15:08,"WealthyGorilla","9 Common Qualities of Highly Successful People https://t.co/qdz4cCllO9 https://t.co/uUIsHeQhrn","Revive Social Wealthy Gorilla",1,"California",0.348568501158668
"x968441913199218688",2018-12-18 10:15:08,"fastincnow","How to Incorporate your Business quickly, Watch Our 2-minute Video Now!
https://t.co/cLJrMrLh76","Twitter Web Client",1,"California",0.164530619028749
