"user_id","created_at","screen_name","text","source","favorite_count","state","happiness"
"x2174653662",2018-12-18 00:42:47,"LindaAnnRamirez","@VinceCorvaia @michaelschweitz @realDonaldTrump I know. It is so disheartening to see. Not only does the world know he's a criminal, as well as his family, but he is still illegally POTUS.","Twitter Web Client",3,"Montana",-0.156925995729165
"x2174653662",2018-12-18 00:42:47,"LindaAnnRamirez","@VinceCorvaia @michaelschweitz @realDonaldTrump I know. It is so disheartening to see. Not only does the world know he's a criminal, as well as his family, but he is still illegally POTUS.","Twitter Web Client",3,"Montana",-0.156925995729165
"x911672272481533952",2018-12-18 00:59:16,"katoconnell2002","@realDonaldTrump Why don’t you pay for it?","Twitter for iPhone",1,"Montana",-0.0353553390593274
"x231216369",2018-12-18 00:58:28,"marcosvallarino","@realDonaldTrump Stop polling and posturing. Just get on with it and sign the Farm Bill!","Twitter for iPhone",1,"Montana",-0.195230676467507
"x15964672",2018-12-18 00:32:47,"R_Owl_Mirror","Trump sounds like mobster, uses 'rat' to describe Cohen https://t.co/Hd3yXDL1en via @msnbc 
@JoeNBC @morningmika - I wonder if @realDonaldTrump will have @MichaelCohen212 Whacked in prison? Isn't that how the Mob gets back at 'Rats'?","Twitter Web Client",1,"Montana",0.100836649152349
"x776995831966687234",2018-12-18 00:16:39,"JohnLMtz","@realDonaldTrump 👶 “I am proud 2 shut down the govt 4 border security. ... I will take the mantle of shutting it down.”

Stephen Miller “Trump is “absolutely” willing to shut down the govt”

Wait 1 tweeting 2nd, I thot the wall was already built &amp; Mexico already paid for it. 😝","Twitter for iPhone",1,"Montana",-0.0691317062652582
"x817398744505262081",2018-12-18 00:15:02,"genelowrey62","@veronicaonset @IvankaTrump @realDonaldTrump Well I know all you people are jealous of her looks and intellectual prowless. Instead of insulting a great Patriot, why don't you try being better, unless you cannot. In any case be part of the solution.","Twitter for Android",1,"Montana",0.0889141587304325
"x820058428110499841",2018-12-17 23:32:22,"bobbi001111","@DavidCornDC @realDonaldTrump Just putting this out there....I think Hillary Clinton should sue AMI because of the false stories printed in their publications and for the LOSS of the Presidency (because of the false stories).","Twitter Web Client",1,"Montana",-0.304218817979136
"x408793349",2018-12-18 07:20:39,"gaylordfleming","go trump your doing great
Pelosi and Schumer needs to use
condoms   u can't fix stupid lol
shut it down until u get wall and leave shut down they cry until they give in stupid democrats https://t.co/VrCaQlenvJ","Twitter Lite",1,"Nebraska",-0.379473319220205
"x993513644301447168",2018-12-18 06:48:22,"psilgod","@charliekirk11 @realDonaldTrump diaper full again charles? https://t.co/X4nqEa90xG","Twitter Web Client",1,"Nebraska",-0.0556938778220034
"x993513644301447168",2018-12-18 06:41:46,"psilgod","@alecberg @getongab @realDonaldTrump chuds aren't a protected class","Twitter Web Client",1,"Nebraska",-0.282842712474619
"x983113658720014337",2018-12-18 06:19:52,"NoviceActivist","@coleyworld Indeed. I reckon @realDonaldTrump: The Twitter Chronicles has #JumpedTheShark.","Twitter for iPhone",1,"Nebraska",0
"x983113658720014337",2018-12-18 06:18:18,"NoviceActivist","@thomaskaine5 @Simpsonn019 Yes—@realDonaldTrump loves to take credit for upswings. This one is on his head too! @Nasdaq @DowJones","Twitter for iPhone",1,"Nebraska",0.339673402403251
"x983113658720014337",2018-12-18 02:26:27,"NoviceActivist","@realDonaldTrump So are you planning a northern wall to keep out #Canadians too?","Twitter for iPhone",2,"Nebraska",0.0693375245281536
"x983113658720014337",2018-12-18 02:26:27,"NoviceActivist","@realDonaldTrump So are you planning a northern wall to keep out #Canadians too?","Twitter for iPhone",2,"Nebraska",0.0693375245281536
"x983113658720014337",2018-12-18 01:55:23,"NoviceActivist","@PressSec 🤣🤣 Oh wait, were you serious? Perhaps you should take a look around the @WhiteHouse before you start tossing the word “fraud” in outward directions. @realDonaldTrump   https://t.co/U8qGEcXypb","Twitter for iPhone",2,"Nebraska",-0.09677620051493
"x983113658720014337",2018-12-18 01:55:23,"NoviceActivist","@PressSec 🤣🤣 Oh wait, were you serious? Perhaps you should take a look around the @WhiteHouse before you start tossing the word “fraud” in outward directions. @realDonaldTrump   https://t.co/U8qGEcXypb","Twitter for iPhone",2,"Nebraska",-0.09677620051493
"x983113658720014337",2018-12-18 04:06:20,"NoviceActivist","@TheDemCoalition Dear @realDonaldTrump - let us know if this leads to a hearing. We’ll invite the @TrumpBabyUK!","Twitter for iPhone",1,"Nebraska",0.185805510005161
"x17080590",2018-12-18 05:58:48,"esdavis","@realDonaldTrump why don't you stop tweeting and resign","Twitter Lite",1,"Nebraska",0.318198051533946
"x806006295841112064",2018-12-18 05:38:58,"brian_legeddy","@shelfemployed @realDonaldTrump You know why he’s happy with his price and coverage??  Because I’M PAYING MOST OF IT!!!!","Twitter for iPhone",1,"Nebraska",0.113509617840557
"x806006295841112064",2018-12-18 05:40:19,"brian_legeddy","@Ellen_Lee3 @realDonaldTrump What is stepping healthcare?","Twitter for iPhone",1,"Nebraska",0
"x806006295841112064",2018-12-18 05:37:23,"brian_legeddy","@SirStephenH @dee_ambrosini @realDonaldTrump How do we pay for it?","Twitter for iPhone",1,"Nebraska",-0.0316227766016838
"x806006295841112064",2018-12-18 05:36:02,"brian_legeddy","@BuckThis2 @irondreamstx @ryantrebon @realDonaldTrump Yes, please tell me, what is my “fair share”?  It’s hard enough paying our own bills.  I certainly don’t need to be paying for other people.  ACA is shit.","Twitter for iPhone",1,"Nebraska",0.0616112295874868
"x37905042",2018-12-18 05:12:20,"laffmotron","@realDonaldTrump Bailouts?

I remember when the GOP hated them...like 2 years ago.

""Market facilitation payments"" are bailouts.  Such fancy language.  Like ""job creators"".","Twitter Lite",2,"Nebraska",0.134117163656173
"x37905042",2018-12-18 05:12:20,"laffmotron","@realDonaldTrump Bailouts?

I remember when the GOP hated them...like 2 years ago.

""Market facilitation payments"" are bailouts.  Such fancy language.  Like ""job creators"".","Twitter Lite",2,"Nebraska",0.134117163656173
"x28486454",2018-12-18 04:46:40,"BettySchendel","@realDonaldTrump Now his business partner is arrested!  So What do you say now, Mr. Green Jeans! 😂😂😂 You are a clown who LOST HIS MIND!","Twitter for iPhone",1,"Nebraska",-0.041100835805343
"x28486454",2018-12-18 04:39:35,"BettySchendel","@realDonaldTrump 2019 ~ TRUMP: 3rd President of United States to be IMPEACHED!                                   A Mobster says a “Dirty, Double-Crossing Rat”.  A President says: “Honorable &amp; a Good American”!  What do we teach GANG KIDS like  MS13?  IF YOU SEE SOMETHING, SAY SOMETHING! https://t.co/ist0JrhgBy","Twitter for iPhone",1,"Nebraska",-0.0379757052079142
"x416018864",2018-12-18 04:34:00,"msejnoha","@JohnJayTruth18 @esaagar @DailyCaller @PressSec @Comey @PressSec isn’t going to like you talking about @realDonaldTrump that way, even though it’s true.","Twitter for iPhone",1,"Nebraska",0.106600358177805
"x117953263",2018-12-18 04:28:15,"cliff_crowder","@realDonaldTrump You lies to your base in your campaign. You said the wall would be paid for by Mexico. Yet you want 5 billion from the USA. So you wanna keep your promise make Mexico pay. Yet after taking office you told Mexico you knew they wouldn’t pay#Liar","Twitter for iPhone",1,"Nebraska",-0.153685420413716
"x1078284426",2018-12-18 04:10:21,"ru4realdoe","@charliekirk11 @realDonaldTrump Noooo, the deaths happen later..after the Internet implodes due to being corrupted to its deepest levels by porn from Stormy trying to earn cash to pay POTUS what she owes him.","Twitter for iPhone",1,"Nebraska",-0.189031289656866
"x218342819",2018-12-18 03:46:30,"josephrainey","“Market Facilitation Payments” 

I’m old enough to remember when Republicans didn’t like bailouts and government intervention in markets. https://t.co/pDXMlV1dDu","Twitter for iPhone",3,"Nebraska",-0.0915143795941439
"x218342819",2018-12-18 03:46:30,"josephrainey","“Market Facilitation Payments” 

I’m old enough to remember when Republicans didn’t like bailouts and government intervention in markets. https://t.co/pDXMlV1dDu","Twitter for iPhone",3,"Nebraska",-0.0915143795941439
"x218342819",2018-12-18 03:46:30,"josephrainey","“Market Facilitation Payments” 

I’m old enough to remember when Republicans didn’t like bailouts and government intervention in markets. https://t.co/pDXMlV1dDu","Twitter for iPhone",3,"Nebraska",-0.0915143795941439
"x390725409",2018-12-18 03:42:28,"didyaeverthink","@RepAdamSchiff  Wow Adam, the evil in you goes back a long, long, way!  https://t.co/J42haxbRNA Nervous? Hey everyone, watch this! @realDonaldTrump","Twitter Web Client",1,"Nebraska",-0.123197382955403
"x35257753",2018-12-18 03:26:40,"BensonFocus","@realDonaldTrump Where are you going to take that money from?","Twitter for iPhone",1,"Nebraska",0.189736659610103
"x738065286717313025",2018-12-18 03:18:56,"CrowFinity","@realDonaldTrump I will cut you down! (tariffs)
Then I will give you a band-aid! (payoffs)
MAGAts will cheer!","Twitter for iPhone",1,"Nebraska",0.202090420239123
"x261008821",2018-12-18 03:13:04,"seger57","@realDonaldTrump Dear President Trump, please quit using Twitter. You are our President. I cannot think Washington, Lincoln, would have done so if, it were available in their time, do what you truly believe in your heart, and do your best, and that will suffice.
Thank You.","Twitter Lite",1,"Nebraska",0.200643879229182
"x2938036805",2018-12-18 03:04:29,"la6377","@GOP @realDonaldTrump @votevets @nowthisnews  Mexico not paying for the wall, no health care, no tax cuts, 401s losing money, America is losing. Trump’s a liar, we are all losing because of Trump. #russianlovingtrumpisaloser #russiatrump","Twitter for iPad",1,"Nebraska",-0.312942995461683
"x18291690",2018-12-18 02:41:33,"LeftfootLeeds","@charliekirk11 @realDonaldTrump They are all holding there collective breath wait for the ice cap melting apocalypse!","Twitter for iPhone",1,"Nebraska",-0.375
"x67106677",2018-12-18 02:36:15,"AslanComm","@tedlieu @realDonaldTrump Must have absolutely killed you to write that.","Twitter for iPhone",1,"Nebraska",-0.284604989415154
"x1039490782770683904",2018-12-18 02:27:47,"BarrySupernaw","@RepSwalwell @realDonaldTrump And then your alarm goes off and you have to face the real world...","Twitter for Android",1,"Nebraska",-0.1875
"x3306138730",2018-12-18 02:24:12,"3eb07f071a0f48d","@realDonaldTrump Wrong!  Sad! https://t.co/TxCPgWFGsT","Twitter for iPhone",1,"Nebraska",-0.363745885721442
"x3306138730",2018-12-18 02:18:39,"3eb07f071a0f48d","@realDonaldTrump No it’s not.","Twitter for iPhone",1,"Nebraska",0
"x784153341727125504",2018-12-18 02:14:41,"OwenDBurger1","Old people loose their phones all the time. How does he keep finding it to make himself look like an idiot all the time. Just go back to Golden Corral Brunch. And let the Adults,adult. https://t.co/ZIPCDsMdad","Twitter for Android",1,"Nebraska",0.00330776918737095
"x55333330",2018-12-18 02:09:31,"susiepopop","@NancyLeeGrahn @realDonaldTrump Now this says it all, your jealous because he has more money than you and can work for free...your a very tiny mean little person","Twitter Lite",1,"Nebraska",0.200051912976753
"x1126231344",2018-12-18 01:56:51,"Dawn11681","@kenolin1 @ProudResister @realDonaldTrump She has to say that to keep sympathy on her side from his children. They are going to come after her and money like vultures.","Twitter for Android",1,"Nebraska",0.196148192647312
"x914558349525602305",2018-12-18 01:47:54,"RobertAldag","@adler_gustav @_jul16_ @SudarshanDas @jpporter @jayci68 @south34 @realDonaldTrump Both have government control of economy, you know workers control means of production through government. Move along boy!","Twitter for Android",1,"Nebraska",-0.0216627026769804
"x914558349525602305",2018-12-18 01:46:34,"RobertAldag","@adler_gustav @SudarshanDas @_jul16_ @jpporter @jayci68 @south34 @realDonaldTrump This is why I am ending this conversation, you are talking in circles with no idea what you are talking about, and you aren't listening to me. Move along boy!","Twitter for Android",1,"Nebraska",0.0787630373570273
"x46718508",2018-12-18 01:47:26,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump Honestly... I think he’s too worked up emotionally at the time of his tweeting to think about checking spelling or grammar.  His frame of mind is understandable I imagine. He’s potentially in big trouble across the board at least in the long term.","Twitter for iPhone",1,"Nebraska",0.0711920612435599
"x46718508",2018-12-18 01:44:23,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump Precisely.
Same here...always check.
Still some get by at times... shit happens eh.","Twitter for iPhone",1,"Nebraska",-0.0103898148675455
"x46718508",2018-12-18 01:43:09,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump “counsel” ends up as “council” occasionally as well... and others.","Twitter for iPhone",2,"Nebraska",0.263248990445998
"x46718508",2018-12-18 01:43:09,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump “counsel” ends up as “council” occasionally as well... and others.","Twitter for iPhone",2,"Nebraska",0.263248990445998
"x46718508",2018-12-18 01:40:58,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump Dictation fails to get the correct word sooooo often.","Twitter for iPhone",2,"Nebraska",0.0288675134594813
"x46718508",2018-12-18 01:40:58,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump Dictation fails to get the correct word sooooo often.","Twitter for iPhone",2,"Nebraska",0.0288675134594813
"x46718508",2018-12-18 01:40:15,"TheEss","@emcarlin68 @TheSixthChicken @realDonaldTrump He’s perhaps using voice recognition dictation and it ends up that way... usually someone points it out and he (or someone) goes back and Re-issues the bad tweet with a correct spelling.","Twitter for iPhone",1,"Nebraska",-0.136940297573373
"x24582387",2018-12-18 08:25:28,"byLisaJeannine","@MarsWolf @realDonaldTrump As for Kamala, she is fighting to not have children snatched from parents and curb the cruelty at the border. She supports immigration policy that is not cruel.","Twitter for Android",1,"Nevada",0.542325974207249
"x24582387",2018-12-18 08:23:19,"byLisaJeannine","@MarsWolf @realDonaldTrump They support sensible border security that doesn't include tricking ppl to cross the border seeking asylum LEGALLY, snatch children &amp; arrest them. In the televised mtg, Schumer and Pelosi told 45 they support border security, they have a bipartisan bill ready.","Twitter for Android",1,"Nevada",0.0307319821179264
"x23345560",2018-12-18 08:24:03,"Mikeymgm1701","@realDonaldTrump Awful that a President is hoping for millions to not have medical insurance. You are an enemy of the State. #traitor https://t.co/jFUxXMyncZ","Twitter for iPad",1,"Nevada",-0.213886819015357
"x23345560",2018-12-18 07:54:09,"Mikeymgm1701","He had a limo take him across the street. @GovMikeHuckabee @gop @realDonaldTrump @PressSec https://t.co/Se0J0LXNH4","Twitter for iPad",1,"Nevada",0
"x23345560",2018-12-18 07:50:52,"Mikeymgm1701","Please. @realDonaldTrump @gop @IvankaTrump @DonaldJTrumpJr @AdamSchiff @NancyPelosi @tedlieu @RepSwalwell https://t.co/wttR54dgcm","Twitter for iPad",1,"Nevada",0.545686329843267
"x710123649332674561",2018-12-18 08:23:30,"ProSeWeStand","@SultanOfCatnip @POTUS @realDonaldTrump Its thing like THIS Poll, along with counting thumbs up vs down votes on youtube, + counting comments, &amp; noticing how many #leftist dont ALLOW comments on their videos, that lets me know that #VOTERFRAUD is the ONLY WAY they took the house. They MUST be stopped, at all cost.","Twitter for Android",1,"Nevada",0.0175766044606458
"x2584908901",2018-12-18 08:22:18,"bands449","@opinionchecks @realDonaldTrump But negating the part in the piece that does speak of jobs are more plentiful now and that for sure means less recruits. While I see your point I see this President does work at making a stronger Military. Army was the only branch down. Seemed this piece was not complete truth","Twitter for iPad",1,"Nevada",-0.00273041719451617
"x110799048",2018-12-18 08:17:15,"Lwme07","Jesus...get this psychopath out of office!! This is enough to revisit 25th A.!
#Mueller
@realDonaldTrump https://t.co/hNzT64Oe3E","Twitter for Android",3,"Nevada",-0.0433961069689323
"x110799048",2018-12-18 08:17:15,"Lwme07","Jesus...get this psychopath out of office!! This is enough to revisit 25th A.!
#Mueller
@realDonaldTrump https://t.co/hNzT64Oe3E","Twitter for Android",3,"Nevada",-0.0433961069689323
"x110799048",2018-12-18 08:17:15,"Lwme07","Jesus...get this psychopath out of office!! This is enough to revisit 25th A.!
#Mueller
@realDonaldTrump https://t.co/hNzT64Oe3E","Twitter for Android",3,"Nevada",-0.0433961069689323
"x21700106",2018-12-18 08:16:19,"brendafinney","@SenSchumer @realDonaldTrump @NancyPelosi @WhiteHouse Why are you offering any options?  The GOP controls everything.  Let’s do their non-existent plan !🤷‍♀️ (But vote no on funding for the wall)","Twitter for iPhone",1,"Nevada",0
"x364031284",2018-12-18 08:05:25,"CalBrownBear","Our economy is sliding rapidly downward toward a recession. Farmers are filing bankruptcy at increasing pace. You give away money we don’t have. Congress will stop you from further damaging the nation. You are a disaster as president. Soon you will be out. Stock market losing $. https://t.co/dIPhSzwoKp","Twitter for iPad",1,"Nevada",-0.25639269612913
"x456318813",2018-12-18 08:01:02,"JCCIII_","@ShannonBream @FoxNews @BretBaier @SpecialReport @johnrobertsFox We learn from an epithet of Christ—the Lamb of God—&amp; again in His contempt of Herod when calling him an effeminate she-fox—by our Lord—God over all

But, it’s all unbecoming of the @POTUS when saying a rat is a rat

@ChuckLane1 @ChrisStirewalt @MZHemingway

@realDonaldTrump #MAGA https://t.co/WfTtnvJnCE","Twitter for iPad",1,"Nevada",-0.0259683533363207
"x3640370060",2018-12-18 07:51:03,"DonnercreekDon","@realDonaldTrump Obamacare was an amazing product when it was that or no insurance.  You have no clue how before you fucked with it how many families it helped! #truth #liveinabubble #noteveryonehasdaddiesmoney #suckittrump","Twitter for iPhone",1,"Nevada",0.350597757550588
"x263395407",2018-12-18 07:41:37,"DElliotWoods","@RepSwalwell @realDonaldTrump He is not 'acting.' For over 30 years now... this is what he does.","Twitter Web Client",1,"Nevada",0
"x1059531909724758016",2018-12-18 07:41:03,"DennisM67845077","@pmccoy @realDonaldTrump @POTUS I agree with you please Mr.president declassify the swamp can't deal with the sunshine.","Twitter for Android",1,"Nevada",0.318198051533946
"x3008184617",2018-12-18 07:40:08,"soaring17","@realDonaldTrump Sir ... I'd like to know what happened to the wall that was voted for and funds approved several years ago by the Dems ... Hmmm","Twitter for Android",1,"Nevada",0.17531092529478
"x1012935313453244416",2018-12-18 07:38:37,"Spazgirl14","@realDonaldTrump Umm....it appears you only need to bail out farmers as a result of your tarrifs. How is this a good thing?","Twitter Lite",1,"Nevada",0.149494253483796
"x928147298974023680",2018-12-18 07:35:10,"Proudamericanzz","@The_Trump_Train @realDonaldTrump @realDonaldTrump shut down the government whether you have enough votes to carry the say or not.  Force the Rhino Republicans to vote with the Dems to over-ride your shutdown.  Let's see who the real Patriot Americans are.  Force them to vote against you. DO NOT CAVE IN TO THEM!","Twitter for Android",2,"Nevada",-0.00577846859172697
"x928147298974023680",2018-12-18 07:35:10,"Proudamericanzz","@The_Trump_Train @realDonaldTrump @realDonaldTrump shut down the government whether you have enough votes to carry the say or not.  Force the Rhino Republicans to vote with the Dems to over-ride your shutdown.  Let's see who the real Patriot Americans are.  Force them to vote against you. DO NOT CAVE IN TO THEM!","Twitter for Android",2,"Nevada",-0.00577846859172697
"x16970676",2018-12-18 07:32:52,"harley_dave","@realDonaldTrump Mr President  do not sign a bill at all if it don't have the funding for the Wall. Our boarders need it and to protect our citizens.  Keep up the good work for us. We support shutting down the government  if the democraps don't step up and do what's right shut it down","Twitter for Android",1,"Nevada",0.211737898722479
"x552896332",2018-12-18 07:31:52,"cruz_lydia","@realDonaldTrump Your just trying to gain friends.  #andthatsthetruth🤷🏻‍♀️","Twitter for iPhone",1,"Nevada",0.154687534565662
"x552896332",2018-12-18 07:30:32,"cruz_lydia","@RepSwalwell @realDonaldTrump He's supporters must feel humiliated, but won't denounce him. #shameful","Twitter for iPhone",1,"Nevada",-0.200373101325847
"x552896332",2018-12-18 07:25:22,"cruz_lydia","@Romare @Lawrence @realDonaldTrump Stephen's a robot 😂","Twitter for iPhone",2,"Nevada",0
"x552896332",2018-12-18 07:25:22,"cruz_lydia","@Romare @Lawrence @realDonaldTrump Stephen's a robot 😂","Twitter for iPhone",2,"Nevada",0
"x761678982974545920",2018-12-18 07:29:25,"ANGRYOLDBEAR","@realDonaldTrump The ACA (Obamacare) isn’t an insurance policy you idiot.  It’s a series of market regulations and reforms that requires the sale of standard policies (among other things).  Deductibles can be high or low.  Premiums are high because you and your GOP stooges sabotaged the ACA.","Twitter for iPhone",1,"Nevada",-0.0496137851699339
"x199844267",2018-12-18 07:24:53,"imamastodon","@EA1onzo @700club @realDonaldTrump Jesus is an atheist. He would have voted for Bernie Sanders","Twitter for iPhone",1,"Nevada",-0.216562548391927
"x119577814",2018-12-18 07:19:23,"JeanneSofia","@realDonaldTrump You promised the best healthcare at the lowest cost for all, what is your plan? Or is just another promise like “Mexico will pay for the wall?”","Twitter for iPad",4,"Nevada",0.197238202392017
"x119577814",2018-12-18 07:19:23,"JeanneSofia","@realDonaldTrump You promised the best healthcare at the lowest cost for all, what is your plan? Or is just another promise like “Mexico will pay for the wall?”","Twitter for iPad",4,"Nevada",0.197238202392017
"x119577814",2018-12-18 07:19:23,"JeanneSofia","@realDonaldTrump You promised the best healthcare at the lowest cost for all, what is your plan? Or is just another promise like “Mexico will pay for the wall?”","Twitter for iPad",4,"Nevada",0.197238202392017
"x119577814",2018-12-18 07:19:23,"JeanneSofia","@realDonaldTrump You promised the best healthcare at the lowest cost for all, what is your plan? Or is just another promise like “Mexico will pay for the wall?”","Twitter for iPad",4,"Nevada",0.197238202392017
"x879516452021084160",2018-12-18 07:16:54,"jkchildress67","@EdCarman1 @ResistMonsters @trulysarahwest @MrsRabbitResist @realDonaldTrump That’s what Ivanka calls him👆🏻","Twitter for iPhone",5,"Nevada",0
"x879516452021084160",2018-12-18 07:16:54,"jkchildress67","@EdCarman1 @ResistMonsters @trulysarahwest @MrsRabbitResist @realDonaldTrump That’s what Ivanka calls him👆🏻","Twitter for iPhone",5,"Nevada",0
"x879516452021084160",2018-12-18 07:16:54,"jkchildress67","@EdCarman1 @ResistMonsters @trulysarahwest @MrsRabbitResist @realDonaldTrump That’s what Ivanka calls him👆🏻","Twitter for iPhone",5,"Nevada",0
"x879516452021084160",2018-12-18 07:16:54,"jkchildress67","@EdCarman1 @ResistMonsters @trulysarahwest @MrsRabbitResist @realDonaldTrump That’s what Ivanka calls him👆🏻","Twitter for iPhone",5,"Nevada",0
"x879516452021084160",2018-12-18 07:16:54,"jkchildress67","@EdCarman1 @ResistMonsters @trulysarahwest @MrsRabbitResist @realDonaldTrump That’s what Ivanka calls him👆🏻","Twitter for iPhone",5,"Nevada",0
"x1032415152329523200",2018-12-18 07:14:31,"SarahJa47212275","Stay the course @realDonaldTrump and rapid fire changes at them https://t.co/jqeqXoJ5Z2","Twitter Lite",2,"Nevada",0.193649167310371
